name,description,packagelist,default,uservisible
"Performance Tools,性能工具","Tools for diagnosing system and application-level performance problems.,诊断系统和程序级别性能问题的工具。","{""iotop"": ""default"", ""perf"": ""default"", ""hdparm"": ""optional"", ""tuned"": ""optional"", ""sysstat"": ""mandatory"", ""pcp"": ""default"", ""pcp-conf"": ""default"", ""pcp-devel"": ""default"", ""pcp-doc"": ""default"", ""pcp-export-pcp2graphite"": ""default"", ""pcp-export-pcp2influxdb"": ""default"", ""pcp-export-pcp2json"": ""default"", ""pcp-export-pcp2xml"": ""default"", ""pcp-export-pcp2zabbix"": ""default"", ""pcp-export-zabbix-agent"": ""default"", ""pcp-import-collectl2pcp"": ""default"", ""pcp-import-ganglia2pcp"": ""default"", ""pcp-import-iostat2pcp"": ""default"", ""pcp-import-mrtg2pcp"": ""default"", ""pcp-libs"": ""default"", ""pcp-libs-devel"": ""default"", ""pcp-pmda-apache"": ""default"", ""pcp-pmda-bash"": ""default"", ""pcp-pmda-bonding"": ""default"", ""pcp-pmda-cifs"": ""default"", ""pcp-pmda-cisco"": ""default"", ""pcp-pmda-dbping"": ""default"", ""pcp-pmda-dm"": ""default"", ""pcp-pmda-docker"": ""default"", ""pcp-pmda-ds389"": ""default"", ""pcp-pmda-gfs2"": ""default"", ""pcp-pmda-gluster"": ""default"", ""pcp-pmda-gpfs"": ""default"", ""pcp-pmda-gpsd"": ""default"", ""pcp-pmda-haproxy"": ""default"", ""pcp-pmda-infiniband"": ""default"", ""pcp-pmda-json"": ""default"", ""pcp-pmda-kvm"": ""default"", ""pcp-pmda-libvirt"": ""default"", ""pcp-pmda-lio"": ""default"", ""pcp-pmda-lmsensors"": ""default"", ""pcp-pmda-logger"": ""default"", ""pcp-pmda-lustre"": ""default"", ""pcp-pmda-lustrecomm"": ""default"", ""pcp-pmda-mailq"": ""default"", ""pcp-pmda-memcache"": ""default"", ""pcp-pmda-mic"": ""default"", ""pcp-pmda-mounts"": ""default"", ""pcp-pmda-mysql"": ""default"", ""pcp-pmda-named"": ""default"", ""pcp-pmda-netfilter"": ""default"", ""pcp-pmda-news"": ""default"", ""pcp-pmda-nfsclient"": ""default"", ""pcp-pmda-nvidia-gpu"": ""default"", ""pcp-pmda-oracle"": ""default"", ""pcp-pmda-pdns"": ""default"", ""pcp-pmda-perfevent"": ""default"", ""pcp-pmda-prometheus"": ""default"", ""pcp-pmda-redis"": ""default"", ""pcp-pmda-roomtemp"": ""default"", ""pcp-pmda-rsyslog"": ""default"", ""pcp-pmda-samba"": ""default"", ""pcp-pmda-sendmail"": ""default"", ""pcp-pmda-shping"": ""default"", ""pcp-pmda-slurm"": ""default"", ""pcp-pmda-smart"": ""default"", ""pcp-pmda-snmp"": ""default"", ""pcp-pmda-summary"": ""default"", ""pcp-pmda-systemd"": ""default"", ""pcp-pmda-trace"": ""default"", ""pcp-pmda-unbound"": ""default"", ""pcp-pmda-weblog"": ""default"", ""pcp-pmda-zimbra"": ""default"", ""pcp-pmda-zswap"": ""default"", ""pcp-selinux"": ""default"", ""pcp-system-tools"": ""default"", ""pcp-testsuite"": ""default"", ""pcp-webapi"": ""default"", ""pcp-zeroconf"": ""default"", ""perl-PCP-LogImport"": ""default"", ""perl-PCP-LogSummary"": ""default"", ""perl-PCP-MMV"": ""default"", ""perl-PCP-PMDA"": ""default"", ""powertop"": ""default"", ""iperf3"": ""optional"", ""libpfm"": ""optional"", ""papi"": ""optional"", ""tuned-utils"": ""optional""}",true,false
"Platform Development,平台开发","Recommended development headers and libraries for developing applications.,推荐用于开发应用程序的标头及程序库。","{""fontconfig-devel"": ""mandatory"", ""freetype-devel"": ""mandatory"", ""glib2-devel"": ""mandatory"", ""glibc-devel"": ""mandatory"", ""krb5-devel"": ""mandatory"", ""libjpeg-turbo-devel"": ""mandatory"", ""libpng-devel"": ""mandatory"", ""libstdc++-devel"": ""mandatory"", ""ncurses-devel"": ""mandatory"", ""openldap-devel"": ""mandatory"", ""openssl-devel"": ""mandatory"", ""pam-devel"": ""mandatory"", ""zlib-devel"": ""mandatory"", ""atk-devel"": ""mandatory"", ""cairo-devel"": ""mandatory"", ""dbus-devel"": ""mandatory"", ""desktop-file-utils"": ""mandatory"", ""gtk2-devel"": ""mandatory"", ""gtk3-devel"": ""mandatory"", ""libICE-devel"": ""mandatory"", ""libSM-devel"": ""mandatory"", ""libX11-devel"": ""mandatory"", ""libXext-devel"": ""mandatory"", ""libXft-devel"": ""mandatory"", ""libXi-devel"": ""mandatory"", ""libXrender-devel"": ""mandatory"", ""libXt-devel"": ""mandatory"", ""libXtst-devel"": ""mandatory"", ""libXv-devel"": ""mandatory"", ""libXxf86dga-devel"": ""mandatory"", ""libdb-devel"": ""mandatory"", ""libvirt-devel"": ""mandatory"", ""libxml2-devel"": ""mandatory"", ""libxshmfence-devel"": ""mandatory"", ""mesa-libGL-devel"": ""mandatory"", ""mesa-libGLU-devel"": ""mandatory"", ""nss-devel"": ""mandatory"", ""pango-devel"": ""mandatory"", ""qt5-qtdoc"": ""mandatory"", ""qt5-qttranslations"": ""mandatory""}",true,false
"Printing Client,打印客户端","Tools for printing to a local printer or a remote print server.,在本地打印机和远程打印服务器中打印的工具。",{},true,false
"Python Web,","Basic Python web application support.,基本 Python 网页应用程序支持。","{""freetype-devel"": ""mandatory"", ""libcurl"": ""mandatory"", ""libcurl-devel"": ""mandatory"", ""libjpeg-turbo"": ""mandatory"", ""libjpeg-turbo-devel"": ""mandatory"", ""python3-magic"": ""mandatory""}",true,false
"Remote Management for Linux,Linux 的远程管理","Remote management interface.,Linux 的远程管理界面。","{""cockpit"": ""default"", ""net-snmp"": ""default"", ""net-snmp-utils"": ""default"", ""openwsman-client"": ""default"", ""tog-pegasus"": ""default"", ""openwsman-server"": ""optional""}",true,false
"Scientific Support,科学记数法支持","Tools for mathematical and scientific computations, and parallel computing.,用于数学和科学计算以及平行计算的工具。","{""units"": ""optional"", ""fftw"": ""optional"", ""fftw-devel"": ""optional"", ""fftw-static"": ""optional"", ""gsl-devel"": ""optional"", ""lapack"": ""optional"", ""python3-numpy"": ""optional"", ""python3-scipy"": ""optional""}",true,true
"Security Tools,安全性工具","Security tools for integrity and trust verification.,用于完整性和可信验证的安全性工具。","{""hmaccalc"": ""optional"", ""tpm-quote-tools"": ""optional"", ""tpm-tools"": ""optional"", ""trousers"": ""optional"", ""scap-security-guide"": ""default"", ""aide"": ""optional"", ""openscap"": ""optional"", ""openscap-engine-sce"": ""optional"", ""openscap-utils"": ""optional"", ""scap-security-guide-doc"": ""optional""}",true,true
"Server product core,","Packages mandatory for the server product.,","{""chrony"": ""mandatory"", ""polkit"": ""mandatory"", ""realmd"": ""mandatory"", ""openEuler-release"": ""mandatory"", ""openEuler-latest-release"": ""mandatory"", ""timedatex"": ""mandatory"", ""dhcp"": ""default"", ""NetworkManager-config-server"": ""default"", ""NetworkManager"": ""default""}",true,false
"Windows File Server,Windows 文件服务器","This package group allows you to share files between Linux and MS Windows(tm) systems.,该软件包组允许您在 Linux 和 MS Windows(tm) 系统间共享文件。","{""samba"": ""mandatory"", ""samba-client"": ""mandatory"", ""cifs-utils"": ""default""}",true,false
"Standard,标准","The standard installation.,标准安装。","{""acl"": ""mandatory"", ""at"": ""mandatory"", ""attr"": ""mandatory"", ""bc"": ""mandatory"", ""cpio"": ""mandatory"", ""crontabs"": ""mandatory"", ""cyrus-sasl"": ""mandatory"", ""dbus"": ""mandatory"", ""ed"": ""mandatory"", ""file"": ""mandatory"", ""iptstate"": ""mandatory"", ""irqbalance"": ""mandatory"", ""kpatch"": ""mandatory"", ""logrotate"": ""mandatory"", ""lsof"": ""mandatory"", ""net-tools"": ""mandatory"", ""pciutils"": ""mandatory"", ""quota"": ""mandatory"", ""openEuler-release"": ""mandatory"", ""openEuler-latest-release"": ""mandatory"", ""sudo"": ""mandatory"", ""symlinks"": ""mandatory"", ""systemd-udev"": ""mandatory"", ""tar"": ""mandatory"", ""tree"": ""mandatory"", ""util-linux-user"": ""mandatory"", ""bash-completion"": ""default"", ""bpftool"": ""default"", ""bzip2"": ""default"", ""chrony"": ""default"", ""cockpit"": ""default"", ""cryptsetup"": ""default"", ""dos2unix"": ""default"", ""dosfstools"": ""default"", ""ethtool"": ""default"", ""gnupg2"": ""default"", ""lvm2"": ""default"", ""mailcap"": ""default"", ""man-pages"": ""default"", ""mdadm"": ""default"", ""mlocate"": ""default"", ""mtr"": ""default"", ""realmd"": ""default"", ""rsync"": ""default"", ""smartmontools"": ""default"", ""sssd"": ""default"", ""strace"": ""default"", ""libteam"": ""default"", ""time"": ""default"", ""unzip"": ""default"", ""usbutils"": ""default"", ""virt-what"": ""default"", ""which"": ""default"", ""words"": ""default"", ""xfsdump"": ""default"", ""zip"": ""default"", ""cifs-utils"": ""optional"", ""cockpit-doc"": ""optional"", ""ima-evm-utils"": ""optional"", ""nfs-utils"": ""optional"", ""traceroute"": ""optional"", ""zsh"": ""optional"", ""psacct"": ""mandatory"", ""libstoragemgmt"": ""default"", ""nano"": ""default"", ""rng-tools"": ""default"", ""rsyslog"": ""mandatory"", ""rsyslog-relp"": ""mandatory"", ""nmap"": ""default"", ""pinfo"": ""default"", ""plymouth"": ""default"", ""tcpdump"": ""default"", ""vim-enhanced"": ""default"", ""wget"": ""default""}",true,false
"System Tools,系统工具","This group is a collection of various tools for the system, such as the client for connecting to SMB shares and tools to monitor network traffic.,这组软件包是各类系统工具的集合，如：连接 SMB 共享的客户；监控网络交通的工具。","{""chrony"": ""default"", ""cifs-utils"": ""default"", ""openldap-clients"": ""default"", ""samba-client"": ""default"", ""setserial"": ""default"", ""tmux"": ""default"", ""zsh"": ""default"", ""arpwatch"": ""optional"", ""chrpath"": ""optional"", ""fuse"": ""optional"", ""iotop"": ""optional"", ""lzop"": ""optional"", ""xdelta"": ""default"", ""environment-modules"": ""optional"", ""libreswan"": ""default"", ""nmap"": ""default"", ""tigervnc"": ""default"", ""PackageKit-command-not-found"": ""optional"", ""aide"": ""optional"", ""amanda-client"": ""optional"", ""convmv"": ""optional"", ""createrepo_c"": ""optional"", ""freerdp"": ""optional"", ""gpm"": ""optional"", ""gssdp"": ""optional"", ""gupnp"": ""optional"", ""mc"": ""optional"", ""mtx"": ""optional"", ""net-snmp-utils"": ""optional"", ""oddjob"": ""optional"", ""oddjob-mkhomedir"": ""optional"", ""rear"": ""optional"", ""sysstat"": ""optional"", ""x3270-x11"": ""optional""}",true,true
"Virtualization Hypervisor,虚拟化 Hypervisor","Smallest possible virtualization host installation.,最小的虚拟化主机安装。","{""libvirt"": ""mandatory"", ""libvirt-admin"": ""mandatory"", ""libvirt-bash-completion"": ""mandatory"", ""libvirt-client"": ""mandatory"", ""libvirt-daemon"": ""mandatory"", ""libvirt-daemon-config-network"": ""mandatory"", ""libvirt-daemon-config-nwfilter"": ""mandatory"", ""libvirt-daemon-driver-interface"": ""mandatory"", ""libvirt-daemon-driver-network"": ""mandatory"", ""libvirt-daemon-driver-nodedev"": ""mandatory"", ""libvirt-daemon-driver-nwfilter"": ""mandatory"", ""libvirt-daemon-driver-qemu"": ""mandatory"", ""libvirt-daemon-driver-secret"": ""mandatory"", ""libvirt-daemon-driver-storage"": ""mandatory"", ""libvirt-daemon-driver-storage-core"": ""mandatory"", ""libvirt-daemon-driver-storage-disk"": ""mandatory"", ""libvirt-daemon-driver-storage-gluster"": ""mandatory"", ""libvirt-daemon-driver-storage-iscsi"": ""mandatory"", ""libvirt-daemon-driver-storage-iscsi-direct"": ""mandatory"", ""libvirt-daemon-driver-storage-logical"": ""mandatory"", ""libvirt-daemon-driver-storage-mpath"": ""mandatory"", ""libvirt-daemon-driver-storage-rbd"": ""mandatory"", ""libvirt-daemon-driver-storage-scsi"": ""mandatory"", ""libvirt-daemon-kvm"": ""mandatory"", ""libvirt-daemon-qemu"": ""mandatory"", ""libvirt-devel"": ""mandatory"", ""libvirt-docs"": ""mandatory"", ""libvirt-libs"": ""mandatory"", ""libvirt-lock-sanlock"": ""mandatory"", ""libvirt-nss"": ""mandatory"", ""python3-libvirt"": ""mandatory"", ""qemu-help"": ""mandatory"", ""qemu"": ""mandatory"", ""qemu-block-iscsi"": ""mandatory"", ""qemu-img"": ""mandatory"", ""stratovirt"": ""mandatory""}",false,false
"Virtualization Openvswitch,虚拟switch","vswitch installation.,安装vswitch。","{""openvswitch"": ""mandatory""}",false,false
"Remote Desktop Clients,远程桌面客户端",",","{""freerdp"": ""optional"", ""tigervnc"": ""optional"", ""vinagre"": ""optional""}",true,false
"Smart Card Support,智能卡支持","Support for using smart card authentication.,支持使用智能卡验证。","{""esc"": ""default""}",true,true
"Basic Web Server,基本网页服务器","These tools allow you to run a Web server on the system.,这些工具允许您在系统上运行万维网服务器。","{""httpd"": ""mandatory"", ""mod_fcgid"": ""default"", ""mod_ssl"": ""default"", ""libmemcached"": ""optional"", ""memcached"": ""optional"", ""mod_security"": ""optional""}",true,false
"X Window System,X 窗口系统","X Window System Support.,X 窗口系统支持。","{""glx-utils"": ""mandatory"", ""initial-setup-gui"": ""mandatory"", ""mesa-dri-drivers"": ""mandatory"", ""plymouth-system-theme"": ""mandatory"", ""spice-vdagent"": ""mandatory"", ""xorg-x11-drivers"": ""mandatory"", ""xorg-x11-server-Xorg"": ""mandatory"", ""xorg-x11-utils"": ""mandatory"", ""xorg-x11-xauth"": ""mandatory"", ""xorg-x11-xinit"": ""mandatory"", ""xvattr"": ""mandatory"", ""mesa-libGLES"": ""optional"", ""tigervnc-server"": ""optional"", ""wayland-protocols-devel"": ""optional"", ""xorg-x11-drv-libinput"": ""optional""}",false,false
